"household_id","ea_id","qa_type","dist_road","dist_popcenter","dist_market","dist_borderpost","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","ssa_aez09","srtm","twi","srtm_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2011_tot","h2011_wetQ","h2011_wetQstart","zone_id","eviarea_avg","evimax_avg","grn_avg","sen_avg","h2011_eviarea","h2011_evimax","h2011_grn","h2011_sen","LAT_DD_MOD","LON_DD_MOD"
"03030100204067","03030100204",1,46.7,60,113.8,279.8,153.7,171,167,905,287,644,33,30,322,2361,11,9,2,1,4,1,1,1,4,623,472,18,510,343,18,303,40,0.4011,198,265,36,0.3727,199,270,12.2543903131,38.6525748751
"03030100204076","03030100204",1,47.3,59.6,114.2,279.5,153.8,171,167,905,287,644,17,110,322,2124,10,14,2,1,4,1,1,1,4,622,472,18,511,344,18,303,40,0.4011,198,265,36,0.3727,199,270,12.2543903131,38.6525748751
"03030100204085","03030100204",1,46.3,59.9,113.3,280.3,153.8,165,161,924,294,660,37,20,322,2380,13,9,2,1,4,1,1,1,4,622,471,18,511,342,18,303,40,0.4011,198,265,36,0.3727,199,270,12.2543903131,38.6525748751
"03030200108012","03030200108",1,0.4,15.3,21.3,241.5,247.6,212,223,863,200,430,0,130,322,1636,13,13,1,1,2,2,1,1,4,547,378,19,396,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108025","03030200108",1,0.3,15.4,21.2,241.5,247.6,212,223,863,200,430,0,130,322,1647,12,13,1,1,2,2,1,1,4,547,378,19,396,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108038","03030200108",1,0.4,15.4,21.3,241.5,247.6,212,223,863,200,430,0,130,322,1636,13,13,1,1,2,2,1,1,4,547,378,19,396,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108051","03030200108",1,0.3,15.4,21.2,241.6,247.5,212,223,863,200,430,0,130,322,1635,13,8,1,1,2,2,1,1,4,547,378,19,397,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108064","03030200108",1,0.3,15.3,21.3,241.7,247.5,212,223,863,200,430,0,130,322,1635,13,8,1,1,2,2,1,1,4,547,378,19,397,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108077","03030200108",1,0.4,15.3,21.3,241.7,247.4,212,223,863,200,430,0,130,322,1624,12,8,1,1,2,2,1,1,4,546,378,19,397,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108090","03030200108",1,0.5,15.2,21.4,241.7,247.5,212,223,863,200,430,0,130,322,1624,13,8,1,1,2,2,1,1,4,546,378,19,397,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108103","03030200108",1,0.5,15.1,21.5,241.7,247.5,212,223,863,200,430,0,130,322,1616,14,8,1,1,2,2,1,1,4,546,378,19,396,200,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108116","03030200108",1,0.4,15.2,21.4,241.8,247.4,212,223,863,200,430,0,130,322,1624,12,8,1,1,2,2,1,1,4,546,378,19,397,200,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108129","03030200108",1,0.5,15.2,21.4,241.6,247.6,212,223,863,200,430,0,130,322,1615,15,8,1,1,2,2,1,1,4,546,378,19,396,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108142","03030200108",1,0.6,15.1,21.5,241.6,247.6,212,223,863,200,430,0,130,322,1617,12,13,1,1,2,2,1,1,4,546,378,19,396,199,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030200108155","03030200108",1,0.7,15,21.7,241.6,247.7,212,223,863,200,430,0,130,322,1606,13,8,1,1,2,2,1,1,4,546,377,19,396,200,18,303,40,0.4011,198,265,36,0.3727,199,270,12.0062359062,39.6076476069
"03030202104009","03030202104",2,14.2,21.9,29.3,225.4,263.6,207,220,886,198,427,4,130,322,1762,10,13,1,1,4,1,1,1,4,539,363,19,359,181,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104016","03030202104",1,14.5,22.8,29.3,224.7,264.2,203,217,899,201,434,7,130,322,1764,12,13,1,1,4,1,1,1,4,540,363,19,358,180,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104032","03030202104",2,14.2,21.9,29.3,225.4,263.6,207,220,886,198,427,4,130,322,1762,10,13,1,1,4,1,1,1,4,539,363,19,359,181,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104047","03030202104",1,13.9,22.9,28.6,225,263.7,203,216,902,202,437,19,20,322,1854,10,13,1,1,4,1,1,1,4,541,363,19,360,180,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104063","03030202104",1,13.5,23.2,28.1,225.1,263.5,202,216,904,203,439,29,20,322,1825,12,13,1,1,4,1,1,1,4,542,364,19,361,180,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104078","03030202104",1,13.6,23.5,28.1,224.9,263.6,202,216,904,203,439,29,20,322,1827,10,13,1,1,4,1,1,1,4,542,364,19,361,181,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104093","03030202104",1,12.8,23.5,27.2,225.4,262.9,201,215,907,204,442,30,20,322,1828,11,13,1,1,4,1,1,1,4,543,365,19,364,181,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104108","03030202104",1,12.8,24,27.2,225.1,263.1,201,215,907,204,442,38,20,322,1814,12,13,1,1,4,1,1,1,4,543,365,19,363,182,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104114","03030202104",1,12.4,24.4,26.9,225,263,204,217,896,201,435,35,20,322,1758,11,13,1,1,4,1,1,1,4,543,366,19,364,183,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104127","03030202104",1,12.3,24.5,26.8,225,263.1,204,217,896,201,435,35,20,322,1749,11,13,1,1,4,1,1,1,4,543,366,19,364,183,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104143","03030202104",1,12.3,24.8,27,224.6,263.4,204,217,896,201,435,27,20,322,1723,11,13,1,1,4,1,1,1,4,543,365,19,363,183,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030202104162","03030202104",1,12.2,24.2,26.6,225.4,262.7,204,217,896,201,435,37,30,322,1720,15,13,1,1,4,1,1,1,4,544,366,19,365,182,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991803995,39.7800216474
"03030302404006","03030302404",1,5.6,32.3,32.3,272.8,215.3,144,153,855,286,588,0,110,322,2648,11,9,1,1,4,1,1,1,4,554,386,18,374,212,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404022","03030302404",1,5.4,31.9,31.9,272.3,215.8,152,162,786,262,540,0,110,322,2695,12,9,1,1,4,1,1,1,4,555,387,18,374,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404037","03030302404",1,4.5,31,31,271.6,216.4,145,154,846,283,582,0,110,322,2774,13,14,1,1,4,1,1,1,4,557,388,18,374,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404054","03030302404",1,4.5,30.8,30.8,271.3,216.7,145,154,846,283,582,0,110,322,2760,17,14,1,1,4,1,1,1,4,557,388,18,373,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404069","03030302404",1,4.3,30.6,30.6,271.1,216.9,142,151,875,292,600,0,110,322,2773,11,9,1,1,4,1,1,1,4,557,388,18,373,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404085","03030302404",1,4,30.3,30.3,270.8,217.1,142,151,875,292,600,1,60,322,2791,13,9,1,1,4,1,1,1,4,558,389,18,373,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404095","03030302404",1,3.7,29.9,29.9,270.5,217.3,141,150,881,294,605,2,60,322,2816,13,9,1,1,4,1,1,1,4,559,389,18,373,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404105","03030302404",1,3.7,30,30,270.7,217.1,141,150,881,294,605,0,110,322,2836,13,14,1,1,4,1,1,1,4,559,389,18,374,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404121","03030302404",1,3.9,30.3,30.3,270.8,217,142,151,875,292,600,0,60,322,2816,10,9,1,1,4,1,1,1,4,558,389,18,373,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404138","03030302404",1,4.3,30.8,30.8,271.4,216.5,145,154,846,283,582,0,110,322,2788,12,14,1,1,4,1,1,1,4,557,388,18,374,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404153","03030302404",1,4.7,31.3,31.3,271.9,216,145,154,846,283,582,0,110,322,2807,13,14,1,1,4,1,1,1,4,556,387,18,374,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030302404171","03030302404",1,5.4,32.3,32.3,272.9,215.2,144,153,855,286,588,0,110,322,2670,11,9,1,1,4,1,1,1,4,554,386,18,374,213,18,303,40,0.4011,198,265,36,0.3727,199,270,11.991048262,39.3570736517
"03030400906010","03030400906",1,0.1,48.4,48.4,292.3,192.9,109,115,1079,343,742,48,20,322,3291,13,9,1,1,3,1,1,1,3,531,363,18,441,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906012","03030400906",1,0,48.5,48.5,292.4,192.8,109,115,1079,343,742,48,20,322,3293,12,9,1,1,3,1,1,1,3,531,363,18,441,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906051","03030400906",1,0.1,48.2,48.2,292,193.2,110,116,1075,342,741,39,20,322,3291,13,9,1,1,3,1,1,1,3,531,363,18,440,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906059","03030400906",1,0.1,48.1,48.1,291.9,193.3,110,116,1076,342,740,39,20,322,3294,13,9,1,1,3,1,1,1,3,531,363,18,440,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906077","03030400906",1,0.2,48,48,291.8,193.4,110,116,1076,342,740,34,20,322,3291,13,9,1,1,3,1,1,1,3,531,363,18,440,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906098","03030400906",1,0,47.3,47.3,291.1,194.1,110,116,1076,342,740,44,20,322,3290,13,9,1,1,3,1,1,1,3,532,364,18,439,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906110","03030400906",1,0.6,47.5,47.5,291.3,193.8,110,116,1078,342,741,50,30,322,3277,12,9,1,1,3,1,1,1,3,532,364,18,440,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906122","03030400906",1,0.6,48,48,291.8,193.3,110,116,1078,342,741,46,20,322,3284,16,9,1,1,3,1,1,1,3,532,364,18,441,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906134","03030400906",1,1.3,50.5,50.5,294.3,190.9,111,116,1080,343,743,24,20,322,3251,14,9,1,1,3,1,1,1,3,530,362,19,444,228,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906149","03030400906",1,0.9,45.6,45.6,289.4,195.6,111,116,1072,341,737,47,30,322,3290,12,9,1,1,3,1,1,1,3,534,365,18,437,226,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906161","03030400906",1,1.3,46.3,46.3,290.1,194.8,112,119,1068,340,735,50,30,323,3276,12,9,1,1,1,2,1,1,3,534,365,18,439,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030400906174","03030400906",1,1.2,46.6,46.6,290.5,194.5,112,119,1068,340,735,48,30,323,3254,14,9,1,1,1,2,1,1,3,533,365,18,439,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.8139982171,39.1404087668
"03030501101002","03030501101",1,7.8,64.8,64.8,306.3,177.1,125,129,1077,340,746,15,130,323,3042,12,9,1,1,1,2,1,1,4,571,388,18,505,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101023","03030501101",1,7.9,65.2,65.2,306.6,176.7,126,129,1069,339,743,19,20,323,3023,12,9,1,1,1,2,1,1,4,571,389,18,506,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101044","03030501101",1,8.5,65,65,306.2,177.1,126,130,1068,338,742,16,20,323,3022,13,9,1,1,1,2,1,1,4,571,389,18,504,226,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101051","03030501101",1,7.8,64.3,64.3,305.7,177.6,125,129,1077,340,746,12,130,323,3042,13,9,1,1,1,2,1,1,4,570,388,18,503,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101065","03030501101",1,8.8,64.6,64.6,305.8,177.5,126,130,1068,338,742,14,20,323,3010,13,9,1,1,1,2,1,1,4,571,388,18,502,226,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101072","03030501101",1,14.1,64.7,64.7,304.4,178.9,128,131,1067,336,739,20,20,323,2983,12,9,1,1,1,2,1,1,4,576,388,19,487,220,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101087","03030501101",1,8.3,64.1,64.1,305.4,177.9,125,128,1072,339,743,7,110,323,3045,13,9,1,1,1,2,1,1,4,571,387,18,502,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101108","03030501101",1,14.6,63.7,63.7,303.3,180.1,125,129,1077,338,744,24,20,323,3011,13,9,1,1,1,2,1,1,4,576,388,19,482,220,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101123","03030501101",1,8.3,63.9,63.9,305.3,178.1,125,128,1072,339,743,4,110,323,3048,12,9,1,1,1,2,1,1,4,570,387,18,501,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101130","03030501101",1,8.4,64.1,64.1,305.4,177.9,125,128,1072,339,743,7,110,323,3035,13,9,1,1,1,2,1,1,4,571,387,18,501,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030501101193","03030501101",1,9.4,62.5,62.5,303.7,179.6,127,130,1063,336,737,15,20,323,3045,12,9,1,1,1,2,1,1,4,570,386,18,494,226,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6549185473,39.0357534985
"03030701002003","03030701002",1,1.2,16.5,16.5,259.3,226.5,176,190,878,237,511,0,110,322,2137,18,9,2,1,4,1,1,1,5,573,393,18,383,207,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002022","03030701002",1,1,16.6,16.6,259.3,226.5,178,192,888,236,510,0,110,322,2131,14,9,2,1,4,1,1,1,5,573,393,18,382,207,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002040","03030701002",1,0.9,16.5,16.5,259.1,226.6,178,192,888,236,510,0,110,322,2122,14,9,2,1,4,1,1,1,5,573,393,18,382,206,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002043","03030701002",1,1.1,16.4,16.4,259.1,226.6,176,190,878,237,511,0,110,322,2120,18,9,2,1,4,1,1,1,5,573,393,18,383,206,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002062","03030701002",1,0.8,16.3,16.3,258.9,226.9,178,192,888,236,510,0,60,322,2099,16,9,2,1,4,1,1,1,5,572,392,18,383,206,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002081","03030701002",1,0.9,16.4,16.4,258.9,226.8,178,192,888,236,510,0,110,322,2109,15,9,2,1,4,1,1,1,5,573,393,18,383,206,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002100","03030701002",1,1.9,17.1,17.1,260.1,225.5,173,186,841,235,504,0,60,322,2298,11,14,2,1,4,1,1,1,5,574,395,18,382,209,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002101","03030701002",1,1.9,17.1,17.1,260.1,225.5,173,186,841,235,504,0,60,322,2266,12,14,2,1,4,1,1,1,5,574,395,18,382,209,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002120","03030701002",1,1.6,17.3,17.3,260.2,225.5,173,186,841,235,504,0,130,322,2276,16,14,2,1,4,1,1,1,5,574,395,18,382,209,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002138","03030701002",1,2.5,17.8,17.8,260.9,224.6,153,165,798,254,530,0,60,322,2531,15,14,2,1,4,1,1,1,5,575,396,18,381,211,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002156","03030701002",1,1.5,17.6,17.6,260.4,225.3,173,186,841,235,504,0,130,322,2303,12,9,2,1,4,1,1,1,5,574,395,18,381,209,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030701002174","03030701002",1,1.1,17.4,17.4,260.1,225.6,174,187,852,235,505,0,130,322,2243,12,9,2,1,4,1,1,1,5,573,394,18,381,208,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9048460332,39.4494717129
"03030801617003","03030801617",1,0.5,15.1,15.1,235.9,247.5,196,208,968,228,508,2,130,322,1795,11,13,1,1,3,1,1,1,3,585,401,18,468,225,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617018","03030801617",1,0.9,15.4,15.4,235.5,247.9,198,209,961,226,503,2,110,322,1753,11,13,1,1,2,1,1,1,2,585,401,18,468,225,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617033","03030801617",1,1.1,15.4,15.4,235.4,248,198,209,961,226,503,2,110,322,1757,11,13,1,1,2,1,1,1,2,585,401,18,468,225,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617047","03030801617",1,1.6,15.5,15.5,234.9,248.5,203,214,936,220,488,0,110,322,1737,11,13,1,1,2,1,1,1,2,585,400,18,468,226,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617056","03030801617",1,1.7,15.5,15.5,234.7,248.7,203,214,936,220,488,0,110,322,1748,13,13,1,1,2,1,1,1,2,584,400,18,467,225,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617061","03030801617",1,1.7,15.4,15.4,234.7,248.6,201,213,941,221,490,0,110,322,1745,11,13,1,1,2,1,1,1,2,584,400,18,467,225,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617076","03030801617",1,1.8,15.5,15.5,234.7,248.7,203,214,936,220,488,0,110,322,1759,11,13,1,1,2,1,1,1,2,584,400,18,467,225,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617088","03030801617",1,2,15.8,15.8,234.4,249,203,214,936,220,488,0,110,322,1701,11,13,1,1,2,1,1,1,2,584,400,18,468,226,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617101","03030801617",1,1.8,16.4,16.4,235,248.3,203,214,934,220,488,0,110,322,1626,13,8,1,1,2,1,1,1,2,585,402,18,472,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617115","03030801617",1,1.9,16.6,16.6,235.2,248.1,203,214,934,220,488,0,110,322,1629,12,8,1,1,2,1,1,1,2,586,402,18,472,228,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617127","03030801617",1,1.5,16.1,16.1,235.2,248.1,203,214,934,220,488,1,110,322,1662,12,13,1,1,2,1,1,1,2,585,401,18,471,227,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03030801617151","03030801617",1,0.7,15.3,15.3,235.7,247.7,198,209,961,226,503,2,130,322,1772,11,13,1,1,2,1,1,1,2,585,401,18,468,225,18,303,40,0.4011,198,265,36,0.3727,199,270,11.6692064259,39.6566031821
"03031001701004","03031001701",1,13.9,55.5,55.5,298,190.2,166,172,784,253,539,0,110,322,2463,10,14,1,1,3,1,1,1,4,522,361,18,420,228,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701022","03031001701",1,14,54.6,54.6,297,191.4,159,164,787,261,550,0,110,322,2510,10,14,1,1,3,1,1,1,4,523,362,18,417,228,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701040","03031001701",1,13.1,54.5,54.5,297,191.1,170,176,786,249,532,0,110,322,2381,11,14,1,1,3,1,1,1,4,523,361,18,420,228,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701045","03031001701",1,12.9,54.4,54.4,297,191.1,170,176,786,249,532,0,110,322,2334,12,14,1,1,3,1,1,1,4,523,361,18,421,228,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701062","03031001701",1,13.6,56.2,56.2,298.8,189.2,172,178,799,250,537,0,110,322,2301,12,9,1,1,3,1,1,1,4,523,361,18,425,229,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701081","03031001701",1,13.4,56.2,56.2,298.9,189.1,174,179,808,250,540,0,110,322,2287,11,9,1,1,3,1,1,1,4,523,361,18,426,230,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701099","03031001701",1,14.2,57.1,57.1,299.8,188.4,179,185,822,249,541,0,110,322,2222,11,9,1,1,3,1,1,1,4,525,362,18,427,231,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701100","03031001701",1,14.3,57.1,57.1,299.8,188.4,175,181,811,249,539,0,110,322,2221,11,9,1,1,3,1,1,1,4,525,362,18,427,231,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701118","03031001701",1,15.7,57.9,57.9,300.3,188.3,179,185,818,248,538,0,110,322,2168,11,9,1,1,2,1,1,1,3,527,364,18,424,231,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701139","03031001701",1,15.1,56.8,56.8,299.1,189.4,176,182,810,249,538,0,110,322,2285,10,9,1,1,3,1,1,1,4,524,362,18,421,230,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701157","03031001701",1,15.4,56.4,56.4,298.6,190.1,172,178,792,250,535,0,110,322,2271,11,9,1,1,3,1,1,1,4,523,362,18,417,229,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03031001701176","03031001701",1,15.4,55.6,55.6,297.8,191,163,169,780,255,540,0,110,322,2421,11,9,1,1,3,1,1,1,4,523,362,18,414,228,18,303,40,0.4011,198,265,36,0.3727,199,270,11.9625257933,39.098154379
"03040301401004","03040301401",1,23.5,32.9,32.9,267.4,221.1,172,183,1079,269,646,1,110,322,2138,12,14,1,1,4,1,1,1,4,583,443,18,439,254,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401014","03040301401",1,23.6,32.9,32.9,267.5,221.1,172,183,1079,269,646,1,110,322,2153,11,14,1,1,4,1,1,1,4,583,443,18,439,254,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401019","03040301401",1,23.7,32.9,32.9,267.5,221.1,172,183,1079,269,646,1,110,322,2141,11,14,1,1,4,1,1,1,4,583,443,18,439,254,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401027","03040301401",1,23.6,32.5,32.5,267.4,221.3,172,183,1079,269,646,1,110,322,2119,11,9,1,1,4,1,1,1,4,584,443,18,441,254,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401035","03040301401",1,23.4,32.6,32.6,267.2,221.4,172,183,1079,269,646,1,110,322,2150,11,14,1,1,4,1,1,1,4,584,443,18,441,254,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401050","03040301401",1,23.3,32.2,32.2,267.1,221.6,172,183,1079,269,646,3,110,322,2180,14,14,1,1,4,1,1,1,4,585,444,18,443,254,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401065","03040301401",1,23.9,31.8,31.8,267.5,221.5,171,181,1081,270,650,13,110,322,2231,12,14,1,1,4,1,1,1,4,585,444,18,444,255,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401080","03040301401",1,23.9,31.7,31.7,267.5,221.5,171,181,1081,270,650,13,110,322,2219,10,14,1,1,4,1,1,1,4,585,444,18,444,255,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401095","03040301401",1,23.8,31.7,31.7,267.4,221.6,171,181,1081,270,650,12,110,322,2238,11,9,1,1,4,1,1,1,4,585,444,18,444,255,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401110","03040301401",1,23.5,31.4,31.4,267,222,171,181,1081,270,650,12,110,322,2227,11,9,1,1,4,1,1,1,4,587,445,18,446,255,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401125","03040301401",1,23.5,31.1,31.1,266.9,222.2,171,181,1084,270,651,13,130,322,2213,11,9,1,1,4,1,1,1,4,588,445,18,448,255,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040301401140","03040301401",1,22.9,30.5,30.5,266.3,222.9,171,181,1084,270,651,2,110,322,2211,15,14,1,1,4,1,1,1,4,590,446,18,451,255,18,304,44,0.4268,198,268,41,0.3994,200,272,11.3563674371,39.4349241782
"03040600801004","03040600801",1,19.1,35,35,219.7,268,196,204,991,228,534,4,130,322,1949,11,13,1,1,4,1,1,1,4,634,418,18,576,291,18,304,44,0.4268,198,268,41,0.3994,200,272,11.4159600258,39.8485705676
"03040600801016","03040600801",1,19.3,34.8,34.8,219.5,268.3,184,195,1053,241,577,1,130,322,1952,12,13,1,1,4,1,1,1,4,634,418,18,576,291,18,304,44,0.4268,198,268,41,0.3994,200,272,11.4159600258,39.8485705676
"03040600801028","03040600801",1,19.4,34.7,34.7,219.4,268.5,184,195,1053,241,577,2,130,322,1985,11,13,1,1,4,1,1,1,4,635,418,18,576,291,18,304,44,0.4268,198,268,41,0.3994,200,272,11.4159600258,39.8485705676
